Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region
History In High Heels,history-in-high-heels,History In High Heels,https://www.instagram.com/historyinhighheels,Video - Instagram,,,,,,,History,"Washington, D.C.",Culture & Media,Washington,D.C.,,
Holly Korbey,holly-korbey,The Bell Ringer,https://hollykorbey.substack.com,Newsletter - Substack,,,,,,,Education,"Nashville, TN",Civic Life,Nashville,TN,US,South
Hope King,hope-king,Macro Talk,https://www.youtube.com/@macrotalkwithhope,Video - YouTube,,,,,,,Finance/Economics,"New York, NY",Money & Work,New York,NY,US,Northeast
Hugo Travers,hugo-travers,HugoDécrypte,https://www.youtube.com/@hugotravers1080,Video - YouTube,,,,,,,"General News, Explanatory",France,"General News, Journalism Formats",,,France,International
Huma Razvi,huma-razvi,The Fifth,https://www.instagram.com/readthefifth,Video - Instagram,Website,https://www.fromthefifth.com,,,,,"Media/Power, Politics, Government Accountability","New Haven, CT","Power & Politics, Culture & Media",New Haven,CT,US,Northeast
Huma Zaidi Razvi,huma-zaidi-razvi,The Fifth,https://www.instagram.com/from_thefifth,Video - Instagram,,,,,,,"Explanatory, General News","New York, NY","General News, Journalism Formats",New York,NY,US,Northeast
Hunter Haines,hunter-haines,Hunter Haines,https://www.tiktok.com/@hunter_haines,Video - TikTok,,,,,,,"Things to do, Restaurants, Lifestyle, Food, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Ian Cutress,ian-cutress,Ian Cutress,https://www.youtube.com/TechTechPotato,Video - YouTube,,,,,,,Tech,United Kingdom,Money & Work,,,United Kingdom,International
Igor Studenkov,igor-studenkov,Chicago Media Journal,https://chimediajournal.substack.com,Newsletter - Substack,,,,,,,"Media/Power, Local News","Chicago, IL","Civic Life, Culture & Media",Chicago,IL,US,Midwest
Imara Jones,imara-jones,TransLash Media,https://translash.org,Podcast,,,,,,,"LGBTQIA, Identity/Belonging","New York, NY",Social Issues,New York,NY,US,Northeast
Internal Tech Emails,internal-tech-emails,Internal Tech Emails,https://www.techemails.com,Newsletter - Substack,,,,,,,Tech,National - US,Money & Work,,,US,National
Isabelle Roughol,isabelle-roughol,Broad History,https://www.linkedin.com/in/iroughol,Podcast,,,,,,,History,United Kingdom,Culture & Media,,,United Kingdom,International
Ivan Oransky,ivan-oransky,Retraction Watch,https://retractionwatch.com,Website,,,,,,,"Science, Health/Wellness","New York, NY","Science, Health & Environment",New York,NY,US,Northeast
Jack Clark,jack-clark,Import AI,https://importai.substack.com,Newsletter - Substack,,,,,,,Tech,"San Francisco, CA",Money & Work,San Francisco,CA,US,West
Jack Poulson,jack-poulson,Jack Poulson,https://jackpoulson.substack.com,Newsletter - Substack,,,,,,,"Tech, National Security",National - US,"Power & Politics, Money & Work",,,US,National
Jack Schneider,jack-schneider,Have You Heard,https://haveyouheardpodcast.com,Podcast,,,,,,,Education,Massachusetts - US,Civic Life,,MA,US,Northeast
Jack Surfleet,jack-surfleet,Jack Surfleet,https://www.tiktok.com/@jacksurfleet,Video - TikTok,,,,,,,"Politics, Media/Power","Washington, D.C.","Power & Politics, Culture & Media",Washington,D.C.,,
Jacklyn Dallas,jacklyn-dallas,Nothing But Tech,https://www.youtube.com/channel/UCTd08bYLVmO6sMR0ftRltuQ,Video - YouTube,,,,,,,"Explanatory, Tech","New York, NY","Money & Work, Journalism Formats",New York,NY,US,Northeast
Jacob Donnelly,jacob-donnelly,A Media Operator,https://www.amediaoperator.com,Newsletter - Other,,,,,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast
Jacob Simon,jacob-simon,Jacobsimonsays,https://www.instagram.com/jacobsimonsays,Newsletter - Substack,Newsletter - Substack,,,,,,"Climate/Environment, Explanatory, Education","New York, NY","Civic Life, Science, Health & Environment, Journalism Formats",New York,NY,US,Northeast
Jacque Manabat,jacque-manabat,Jacque Manabat,https://www.tiktok.com/@jacquemanabat,Video - TikTok,,,,,,,"Travel, Explanatory, Culture",Philippines,"Culture & Media, Journalism Formats, Lifestyle & Personal Life",,,Philippines,International
Jacqueline Nesi,jacqueline-nesi,Techno Sapiens,https://technosapiens.substack.com,Newsletter - Substack,,,,,,,"Health/Wellness, Tech, Parenting",Rhode Island - US,"Science, Health & Environment, Money & Work, Lifestyle & Personal Life",,RI,US,Northeast
Jade Womack,jade-womack,Clockout DC,https://www.instagram.com/clockoutdc,Video - Instagram,,,,,,,Things to do,"Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Jae-Ha Kim,jae-ha-kim,Jae-Ha Kim,https://www.jaehakim.com,Website,,,,,,,"Internet Culture, Culture, World","Chicago, IL","General News, Culture & Media",Chicago,IL,US,Midwest
Jai,jai,Lavish Food Life,https://www.tiktok.com/@lavishfoodlife,Video - TikTok,,,,,,,"Travel, Restaurants, Lifestyle, Food, Bars, Local News","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Jaime Black,jaime-black,Chicagoverse,https://podcasts.apple.com/us/podcast/dynasty-podcasts-chicagoverse/id1193859818,Podcast,,,,,,,"Tech, Culture","Chicago, IL","Money & Work, Culture & Media",Chicago,IL,US,Midwest
Jake Broe,jake-broe,Jake Broe,https://www.youtube.com/jakebroe,Video - YouTube,,,,,,,"World, National Security",National - US,"Power & Politics, General News",,,US,National
Jake Williams,jake-williams,Bright Sun Films,https://www.youtube.com/@BrightSunFilms,Video - YouTube,,,,,,,"Explanatory, Travel",Canada,"Journalism Formats, Lifestyle & Personal Life",,,Canada,International
James Cave,james-cave,The Jiffy,https://thejiffy.xyz,Newsletter - Beehiiv,,,,,,,Local News,"Hudson, NY",Civic Life,Hudson,NY,US,Northeast
James Fallows,james-fallows,James Fallows,https://fallows.substack.com,Newsletter - Substack,,,,,,,"Politics, General News","Washington, D.C.","Power & Politics, General News",Washington,D.C.,,
James Harris,james-harris,Throwing Fits,https://www.throwingfits.com,Podcast,,,,,,,Fashion,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
James Li,james-li,51-49 with James Li,https://www.youtube.com/@5149jamesli,Video - YouTube,,,,,,,"General News, Politics",National - US,"Power & Politics, General News",,,US,National
Jamie Dupree,jamie-dupree,Regular Order,https://jamiedupree.substack.com,Newsletter - Substack,,,,,,,Politics,National - US,Power & Politics,,,US,National
Jamin Ball,jamin-ball,Clouded Judgement,https://cloudedjudgement.substack.com,Newsletter - Substack,,,,,,,Tech,"San Francisco, CA",Money & Work,San Francisco,CA,US,West
Jamison Foser,jamison-foser,Finding Gravity,https://www.findinggravity.net,Newsletter - Ghost,,,,,,,"Politics, Media/Power",National - US,"Power & Politics, Culture & Media",,,US,National
Janko Roettgers,janko-roettgers,LowPass,https://www.lowpass.cc,Newsletter - Beehiiv,,,,,,,Tech,National - US,Money & Work,,,US,National
Jared Byas,jared-byas,The Bible for Normal People,https://thebiblefornormalpeople.com,Podcast,,,,,,,Faith/Religion,"Philadelphia, PA",Social Issues,Philadelphia,PA,US,Northeast
Jared Dashevsky,jared-dashevsky,Healthcare Huddle,https://www.healthcarehuddle.com,Newsletter - Beehiiv,,,,,,,"Health/Wellness, Tech","New York, NY","Science, Health & Environment, Money & Work",New York,NY,US,Northeast
Jared Keller,jared-keller,Laser Wars,https://www.laserwars.net,Newsletter - Substack,,,,,,,"Military, Tech, Science","Los Angeles, CA","Power & Politics, Science, Health & Environment, Money & Work",Los Angeles,CA,US,West
Jared Yates Sexton,jared-yates-sexton,The Ink,https://bsky.app/profile/jysexton.bsky.social,Social - BlueSky,,,,,,,"History, Politics",National - US,"Power & Politics, Culture & Media",,,US,National
Jasmine Enberg,jasmine-enberg,Scalable,https://scalablepod.co,Newsletter - Beehiiv,,,,,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast
Jason Crawford,jason-crawford,Roots of Progress,https://newsletter.rootsofprogress.org,Newsletter - Substack,,,,,,,"History, Tech","Boston, MA","Money & Work, Culture & Media",Boston,MA,US,Northeast
Jason Del Rey,jason-del-rey,The Aisle,https://www.readtheaisle.com,Newsletter - Beehiiv,,,,,,,Tech,New Jersey - US,Money & Work,,NJ,US,Northeast
Jason Kottke,jason-kottke,Kottke.org,https://kottke.org,Website,,,,,,,"Tech, Art",Vermont - US,"Money & Work, Culture & Media",,VT,US,Northeast
Jason Slaughter,jason-slaughter,Not Just Bikes,https://www.youtube.com/c/notjustbikes,Video - YouTube,,,,,,,"Explanatory, World",Netherlands,"General News, Journalism Formats",,,Netherlands,International
Jason Wilson,jason-wilson,Everyday Drinking,https://www.everydaydrinking.com,Newsletter - Substack,,,,,,,"Food, Culture",New Jersey - US,"Culture & Media, Lifestyle & Personal Life",,NJ,US,Northeast
Jatan Mehta,jatan-mehta,jatan.space,https://jatan.space,Newsletter - Ghost,,,,,,,"Science, Tech",India,"Science, Health & Environment, Money & Work",,,India,International
Jathan Sadowski,jathan-sadowski,This Machine Kills,https://www.patreon.com/thismachinekills,Podcast,,,,,,,"Tech, Politics",Australia,"Power & Politics, Money & Work",,,Australia,International
Jay Zawaski,jay-zawaski,I'm Fat Podcast,https://open.spotify.com/show/2fUdUU8eVkKHanhSFDNFs5,Podcast,,,,,,,"Comedy, Food, Culture","Chicago, IL","Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
JD Shadel,jd-shadel,ESC Key,https://www.esckey.co,Newsletter - Ghost,,,,,,,"Tech, Health/Wellness, Travel",United Kingdom,"Science, Health & Environment, Money & Work, Lifestyle & Personal Life",,,United Kingdom,International
Jean Guerrero,jean-guerrero,Our Unsilencing,https://ourunsilencing.substack.com,Newsletter - Substack,,,,,,,"Immigration, Identity/Belonging","San Diego, CA",Social Issues,San Diego,CA,US,West
Jean Luo,jean-luo,Tiger Sisters,https://tigersisterspodcast.com,Podcast,Video - Instagram,,,,,,Personal Finance,National - US,Money & Work,,,US,National
Jean Twenge,jean-twenge,Generation Tech,https://www.generationtechblog.com,Newsletter - Substack,,,,,,,"Education, Tech","San Diego, CA","Civic Life, Money & Work",San Diego,CA,US,West
Jeff Asher,jeff-asher,Jeff-alytics,https://jasher.substack.com,Newsletter - Substack,,,,,,,"Crime, Law/Legal Issues","New Orleans, LA","Power & Politics, Civic Life",New Orleans,LA,US,South
Jeff Benjamin,jeff-benjamin,The Crossover,https://www.the-xover.com,Newsletter - Beehiiv,,,,,,,"Culture, Internet Culture, World","New York, NY","General News, Culture & Media",New York,NY,US,Northeast
Jeff Delaney,jeff-delaney,Fireship,https://www.youtube.com/@Fireship,Video - YouTube,,,,,,,Tech,Arizona - US,Money & Work,,AZ,US,West
Jeff Eager,jeff-eager,The Oregon Roundup,oregonroundup.com,Website,,,,,,,"Politics, Finance/Economics, Local News",Oregon - US,"Power & Politics, Civic Life, Money & Work",,OR,US,West
Jeff Geerling,jeff-geerling,Jeff Geerling,https://www.youtube.com/c/JeffGeerling,Video - YouTube,,,,,,,Tech,"St. Louis, MO",Money & Work,St. Louis,MO,US,Midwest
Jeff Jarvis,jeff-jarvis,BuzzMachine,https://buzzmachine.com,Website,,,,,,,"Media/Power, Tech",New Jersey - US,"Money & Work, Culture & Media",,NJ,US,Northeast
Jeff Stein,jeff-stein,SpyTalk,https://www.spytalk.co,Newsletter - Substack,,,,,,,"Foreign Policy, National Security","Washington, D.C.",Power & Politics,Washington,D.C.,,
Jefferson Fisher,jefferson-fisher,Just Ask Jefferson,https://www.tiktok.com/@justaskjefferson,Video - TikTok,,,,,,,"Explanatory, Self Help",National - US,"Journalism Formats, Lifestyle & Personal Life",,,US,National
Jeffrey Lewis,jeffrey-lewis,Arms Control Wonk,https://www.armscontrolwonk.com,Website,,,,,,,National Security,California - US,Power & Politics,,CA,US,West
Jeffrey Seglin,jeffrey-seglin,The Right Thing,jeffreyseglin.blogspot.com,Website,,,,,,,"Business, Media/Power, Law/Legal Issues","Boston, MA","Power & Politics, Money & Work, Culture & Media",Boston,MA,US,Northeast
Jen In Chicago,jen-in-chicago,Jen In Chicago,https://www.tiktok.com/@jen_in_chicago,Video - TikTok,,,,,,,"Local News, Lifestyle, Day in a life","Chicago, IL","Civic Life, Journalism Formats, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Jen Roberts,jen-roberts,(un)rooted,https://jenroberts.substack.com,Newsletter - Substack,,,,,,,"Culture, Identity/Belonging",France,"Social Issues, Culture & Media",,,France,International
Jen Ruiz,jen-ruiz,jenonajetplane,https://www.tiktok.com/@jenonajetplane,Video - TikTok,,,,,,,Travel,National - US,Lifestyle & Personal Life,,,US,National
Jenn Budd,jenn-budd,Borderland Talk,https://jennbudd.substack.com,Newsletter - Substack,,,,,,,"Immigration, Activism","San Diego, CA",Social Issues,San Diego,CA,US,West
Jenn Dowd,jenn-dowd,Data for Health,https://jenndowd.substack.com,Newsletter - Substack,,,,,,,Health/Wellness,United Kingdom,"Science, Health & Environment",,,United Kingdom,International
Jenna Flanagan,jenna-flanagan,jflannys,https://www.tiktok.com/@jflannys,Video - TikTok,Newsletter - Substack,https://jflanagan.substack.com,,,,,Identity/Belonging,National - US,Social Issues,,,US,National
Jenni Monet,jenni-monet,Indigenously,https://www.indigenously.org,Newsletter - Other,,,,,,,"Investigative, Climate/Environment",National - US,"Science, Health & Environment, Journalism Formats",,,US,National
Jennifer Ashton,jennifer-ashton,Jennifer Ashton,https://www.instagram.com/drjashton,Video - Instagram,,,,,,,Health/Wellness,"New York, NY","Science, Health & Environment",New York,NY,US,Northeast
Jennifer Berkshire,jennifer-berkshire,Have You Heard,https://haveyouheardpodcast.com,Podcast,,,,,,,Education,Massachusetts - US,Civic Life,,MA,US,Northeast
Jennifer Chowdhury,jennifer-chowdhury,Port Of Entry,https://www.port-of-entry.com,Newsletter - Substack,,,,,,,Immigration,National - US,Social Issues,,,US,National
Jennifer Rubin,jennifer-rubin,Contrarian,https://contrarian.substack.com,Newsletter - Substack,,,,,,,"Politics, Law/Legal Issues","Washington, D.C.",Power & Politics,Washington,D.C.,,
Jennifer Strong,jennifer-strong,SHIFT Podcast,https://podcasts.apple.com/us/podcast/shift/id1704924524,Podcast,,,,,,,Tech,"New York, NY",Money & Work,New York,NY,US,Northeast
Jenny Lawson,jenny-lawson,The Bloggess,https://thebloggess.com,Website,,,,,,,"Comedy, Books/Writing, Mental Health","San Antonio, TX","Science, Health & Environment, Culture & Media",San Antonio,TX,US,South
Jeremy Faust,jeremy-faust,Inside Medicine,https://insidemedicine.substack.com,Newsletter - Substack,,,,,,,Health/Wellness,"Boston, MA","Science, Health & Environment",Boston,MA,US,Northeast
Jeremy Klaszus,jeremy-klaszus,The Sprawl,https://www.sprawlcalgary.com,Website,,,,,,,Local News,Canada,Civic Life,,,Canada,International
Jeremy Lindenfeld,jeremy-lindenfeld,Jeremy Lindenfeld,https://x.com/jeremotographs,Social - Twitter / X,,,,,,,"Activism, Photography","Los Angeles, CA","Social Issues, Culture & Media",Los Angeles,CA,US,West
Jeremy Markovich,jeremy-markovich,North Carolina Rabbit Hole,ncrabbithole.com,Newsletter - Other,,,,,,,"Politics, Local News",North Carolina - US,"Power & Politics, Civic Life",,NC,US,South
Jeremy Ney,jeremy-ney,American Inequality,https://americaninequality.substack.com,Newsletter - Substack,,,,,,,"Finance/Economics, Inequality","New York, NY","Social Issues, Money & Work",New York,NY,US,Northeast
Jeremy Scahill,jeremy-scahill,Drop Site News,https://www.dropsitenews.com,Newsletter - Substack,,,,,,,"Investigative, World","Washington, D.C.","General News, Journalism Formats",Washington,D.C.,,
Jerry Won,jerry-won,Jerry Won,https://www.linkedin.com/in/jerrywon,Social - LinkedIn,,,,,,,Identity/Belonging,"Los Angeles, CA",Social Issues,Los Angeles,CA,US,West
Jerusalem Demsas,jerusalem-demsas,The Argument,https://www.theargumentmag.com,Newsletter - Substack,Podcast,,,,,,"Politics, Culture, Policy","Washington, D.C.","Power & Politics, Culture & Media",Washington,D.C.,,
Jess Hood,jess-hood,jessrhood,https://www.instagram.com/jessrhood,Video - Instagram,Video - TikTok,,,,,,"Things to do, Running, Real Estate","Washington, D.C.","Money & Work, Lifestyle & Personal Life",Washington,D.C.,,
Jessica Burbank,jessica-burbank,Jessica Burbank,https://www.instagram.com/kaburbank,Video - Instagram,,,,,,,General News,"Des Moines, IA",General News,Des Moines,IA,US,Midwest
Jessica Defino,jessica-defino,Flesh World,https://jessicadefino.substack.com,Newsletter - Substack,,,,,,,"Culture, Fashion, Media/Power",National - US,"Culture & Media, Lifestyle & Personal Life",,,US,National
Jessica Pishko,jessica-pishko,Posse Comitatus,https://sheriffs.substack.com,Newsletter - Substack,,,,,,,"Law/Legal Issues, Immigration",North Carolina - US,"Power & Politics, Social Issues",,NC,US,South
Jessica Yellin,jessica-yellin,News Not Noise,https://www.instagram.com/jessicayellin,Video - Instagram,,,,,,,Politics,"Los Angeles, CA",Power & Politics,Los Angeles,CA,US,West
Jhonn Jackson,jhonn-jackson,Uncle Jhonn,https://www.instagram.com/unclejhonn_,Video - Instagram,,,,,,,"Home, Utility","Baton Rouge, LA","Civic Life, Lifestyle & Personal Life",Baton Rouge,LA,US,South
Jillian Melero,jillian-melero,Connect Puerto Rico,https://www.connect-puertorico.com,Newsletter - Other,,,,,,,Energy,Puerto Rico,"Science, Health & Environment",,,,Puerto Rico
