Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region
Scott Braddock,scott-braddock,Quorum Report,quorumreport.com,Website,,,,,,,"Politics, Local News",Texas - US,"Power & Politics, Civic Life",,TX,US,South
Scott Choppin,scott-choppin,The Real Signal,https://therealsignal.substack.com,Newsletter - Substack,,,,,,,Real Estate,"Long Beach, CA",Money & Work,Long Beach,CA,US,West
Scott Rouse,scott-rouse,The Behavior Panel,https://www.youtube.com/@thebehaviorpanel,Video - YouTube,,,,,,,"Politics, General News, Crime",National - US,"Power & Politics, Civic Life, General News",,,US,National
Scott Sumner,scott-sumner,The Money Illusion,https://scottsumner.substack.com,Newsletter - Substack,,,,,,,Finance/Economics,National - US,Money & Work,,,US,National
Seamus Hughes,seamus-hughes,Court Watch,https://x.com/SeamusHughes,Newsletter - Beehiiv,,,,,,,"Law/Legal Issues, Government Accountability","Washington, D.C.",Power & Politics,Washington,D.C.,,
Sean Beckner-Carmitchel,sean-beckner-carmitchel,LA Ten Four,https://latenfour.com,Website,,,,,,,"Local News, Law/Legal Issues","Los Angeles, CA","Power & Politics, Civic Life",Los Angeles,CA,US,West
Sean Highkin,sean-highkin,The Rose Garden Report,rosegardenreport.com,Website,,,,,,,"Sports, Local News","Portland, OR","Civic Life, Lifestyle & Personal Life",Portland,OR,US,West
Sean West,sean-west,GeoLegal Notes,https://www.linkedin.com/in/seanpwest1,Social - LinkedIn,,,,,,,"Law/Legal Issues, Politics","Santa Monica, CA",Power & Politics,Santa Monica,CA,US,West
Seth Godin,seth-godin,Seth's Blog,https://seths.blog,Website,,,,,,,"Tech, Media/Power",New York - US,"Money & Work, Culture & Media",,New York,United States,Northeast
Seulki Lee,seulki-lee,Dunia Media,https://www.youtube.com/@the_dunia_media,Video - YouTube,,,,,,,World,South Korea,General News,,,South Korea,International
Shajan C Kumar,shajan-c-kumar,News Natives,https://newsnatives.com/news-updates,Website,,,,,,,"Data Visualization, Tech",India,"Money & Work, Journalism Formats",,,India,International
Sham Jaff,sham-jaff,What happened last week,https://gishty.com/newsletters/what-happened-last-week,Newsletter - Other,,,,,,,World,International,General News,,,,International
Shannon Henry Kleiber,shannon-henry-kleiber,Cadence: On Writing & Sound,https://cadence.ghost.io,Newsletter - Ghost,,,,,,,"Books/Writing, Media/Power","Madison, WI",Culture & Media,Madison,WI,US,Midwest
Sharon McMahon,sharon-mcmahon,Sharon Says So,https://www.instagram.com/sharonsaysso,Video - Instagram,,,,,,,"Politics, Government Accountability, Explanatory, Finance/Economics","Minneapolis, MN","Power & Politics, Money & Work, Journalism Formats",Minneapolis,MN,US,Midwest
Shawn Singh,shawn-singh,Shawn the Food Sheep,https://www.instagram.com/shawnthefoodsheep,Video - Instagram,,,,,,,"Restaurants, Things to Do","Houston, TX",Lifestyle & Personal Life,Houston,TX,US,South
Shermann Dilla Thomas,shermann-dilla-thomas,6figga_dilla,https://www.instagram.com/6figga_dilla,Video - Instagram,Video - Instagram,https://www.instagram.com/6figga_dilla/?hl=en,,,,,"Local News, History","Chicago, IL","Civic Life, Culture & Media",Chicago,IL,US,Midwest
Sherrilyn Ifill,sherrilyn-ifill,Sherrilyn's Newsletter,https://sherrilyn.substack.com,Newsletter - Substack,,,,,,,Law/Legal Issues,"New York, NY",Power & Politics,New York,NY,US,Northeast
Shira Lazar,shira-lazar,Shira Lazar,https://www.tiktok.com/@shiralazar,Video - Instagram,Video - Instagram,https://www.instagram.com/shiralazar,,,,,"Tech, Internet Culture","Los Angeles, CA","Money & Work, Culture & Media",Los Angeles,CA,US,West
Simon Owens,simon-owens,Simon Owens's Media Newsletter,https://simonowens.substack.com,Newsletter - Substack,,,,,,,Media/Power,"Washington, D.C.",Culture & Media,Washington,D.C.,,
Simone Giertz,simone-giertz,Simone Giertz,https://www.youtube.com/@SimoneGiertz,Video - YouTube,,,,,,,Tech,"Los Angeles, CA",Money & Work,Los Angeles,CA,US,West
Skye Jethani,skye-jethani,The Holy Post,https://www.holypost.com,Podcast,,,,,,,"Faith/Religion, Culture",Illinois - US,"Social Issues, Culture & Media",,IL,US,Midwest
Soledad O’Brien,soledad-obrien,Soledad O’Brien,https://www.instagram.com/soledadobrien,Video - Instagram,,,,,,,"Culture, Politics","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast
Sophia Laurenzi,sophia-laurenzi,Surface Level,https://sophialaurenzi.substack.com,Newsletter - Substack,,,,,,,"Crime, Mental Health, Identity/Belonging","New York, NY","Social Issues, Civic Life, Science, Health & Environment",New York,NY,US,Northeast
Sophia Li,sophia-li,Steward,https://www.instagram.com/sophfei,Podcast,Podcast,,,,,,"Activism, Climate/Environment, Outdoors","New York, NY","Social Issues, Science, Health & Environment, Lifestyle & Personal Life",New York,NY,US,Northeast
Sophia Smith Galer,sophia-smith-galer,Sophia Smith Galer,https://www.tiktok.com/@sophiasmithgaler,Video - TikTok,Video - Instagram,https://www.instagram.com/sophiasgaler,,,,,"Language, Tech, Culture",United Kingdom,"Money & Work, Culture & Media",,,United Kingdom,International
Spencer Ackerman,spencer-ackerman,Forever Wars,https://www.forever-wars.com,Newsletter - Ghost,,,,,,,National Security,"New York, NY",Power & Politics,New York,NY,US,Northeast
Sree Sreenivasan,sree-sreenivasan,Sree’s Sunday Note,http://sreenet.Substack.com,Newsletter - Substack,,,,,,,"Tech, Media/Power","New York, NY","Money & Work, Culture & Media",New York,NY,US,Northeast
Stacey Leasca,stacey-leasca,@sleasca,https://www.instagram.com/sleasca,Video - Instagram,,,,,,,"Travel, Lifestyle",Portugal,Lifestyle & Personal Life,,,,Portugal
Stephanie Valdez,stephanie-valdez,steph.olution,https://www.instagram.com/steph.olution,Video - Instagram,,,,,,,"Activism, Politics, Government Accountability",National - US,"Power & Politics, Social Issues",,,US,National
Stephanie. Lau,stephanie-lau,Cook Club,https://stephhlau.substack.com,Newsletter - Substack,Website,https://stephaniealau.com,,,,,Food,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Stephen Janis,stephen-janis,Police Accountability Report,https://www.youtube.com/@PoliceAccountabilityReport,Video - YouTube,,,,,,,"Government Accountability, Investigative","Baltimore, MD","Power & Politics, Journalism Formats",Baltimore,MD,US,South
Stephen Smysnuik,stephen-smysnuik,The Level,https://www.readthelevel.ca,Website,,,,,,,World,Canada,General News,,,Canada,International
Steve Burke,steve-burke,Gamers Nexus,https://www.youtube.com/@GamersNexus,Video - YouTube,,,,,,,Tech,North Carolina - US,Money & Work,,NC,US,South
Steve Matteo,steve-matteo,MatteoMedia,https://www.thevinyldistrict.com,Website,,,,,,,"Music, Books/Writing, Art",New York - US,Culture & Media,,New York,United States,Northeast
Steve Morris,steve-morris,The Long Run,https://thelongrun.news,Newsletter - Beehiiv,,,,,,,Politics,"New York, NY",Power & Politics,New York,NY,US,Northeast
Steve Mould,steve-mould,Steve Mould,https://www.youtube.com/@SteveMould,Video - YouTube,,,,,,,Science,United Kingdom,"Science, Health & Environment",,,United Kingdom,International
Steve Ram,steve-ram,Steve Ram,https://www.youtube.com/channel/UC_9iG1I_ic5jUOyzR9vTMBg/about,Video - YouTube,Video - TikTok,https://www.tiktok.com/@steveram3,,,,,"Politics, Internet Culture, General News","Houston, TX","Power & Politics, General News, Culture & Media",Houston,TX,US,South
Steve Vladeck,steve-vladeck,One First,https://www.stevevladeck.com,Newsletter - Substack,,,,,,,Politics,National - US,Power & Politics,,,US,National
Steven Bartlett,steven-bartlett,The Diary of a CEO,https://stevenbartlett.com,Podcast,Website,,,,,,"Business, Self Help",United Kingdom,"Money & Work, Lifestyle & Personal Life",,,United Kingdom,International
Steven Crowder,steven-crowder,Louder with Crowder,https://www.youtube.com/@LouderWithCrowder,Video - YouTube,Social - Rumble,,,,,,Politics,"Dallas, TX",Power & Politics,Dallas,TX,US,South
Stuart Schuffman,stuart-schuffman,BrokeAssStuart,https://www.instagram.com/brokeassstuart,Video - Instagram,,,,,,,"Things to Do, Local News, Culture","San Francisco, CA","Civic Life, Culture & Media, Lifestyle & Personal Life",San Francisco,CA,US,West
Summer Dean,summer-dean,Climate Diva,https://www.instagram.com/climatediva,Video - Instagram,,,,,,,"Fashion, Climate/Environment","Los Angeles, CA","Science, Health & Environment, Lifestyle & Personal Life",Los Angeles,CA,US,West
Suzanne Kianpour,suzanne-kianpour,Helmet to Heels,www.helmettoheels.com,Newsletter - Substack,Video - Instagram,,,,,,"Fashion, Politics, World",National - US,"Power & Politics, General News, Lifestyle & Personal Life",,,US,National
Suzanne Lambert,suzanne-lambert,Suzanne Lambert,https://www.instagram.com/itssuzannelambert,Video - Instagram,Video - TikTok,https://www.tiktok.com/@itssuzannelambert?lang=en,,,,,"Politics, Comedy","Washington, D.C.","Power & Politics, Culture & Media",Washington,D.C.,,
Sydnee McElroy,sydnee-mcelroy,Sawbones,https://www.themcelroy.family/sawbones,Podcast,,,,,,,"Health/Wellness, History",West Virginia - US,"Science, Health & Environment, Culture & Media",,WV,US,South
Taegan Goddard,taegan-goddard,Political Wire,https://politicalwire.com,Website,,,,,,,Politics,New York - US,Power & Politics,,New York,United States,Northeast
Tahmina Aziz,tahmina-aziz,Tahmina Aziz,https://www.tiktok.com/@itstahminaaziz,Video - TikTok,,,,,,,"Food, Travel, Lifestyle",Canada,Lifestyle & Personal Life,,,Canada,International
Talia Jane,talia-jane,Talia Jane,https://bsky.app/profile/taliajane.bsky.social,Social - BlueSky,,,,,,,Activism,"New York, NY",Social Issues,New York,NY,US,Northeast
Tamara Sacharczyk,tamara-sacharczyk,Tamara Sacharczyk,https://www.tiktok.com/@tamaranews,Video - TikTok,,,,,,,Day in a Life,"Washington, D.C.",Journalism Formats,Washington,D.C.,,
Tanmoy Goswami,tanmoy-goswami,Sanity by Tanmoy,https://www.sanitybytanmoy.com,Newsletter - Ghost,,,,,,,"Mental Health, Health/Wellness, World",India,"Science, Health & Environment, General News",,,India,International
Tara Palmeri,tara-palmeri,The Red Letter,https://www.tarapalmeri.com,Newsletter - Substack,Video - YouTube,https://www.youtube.com/tarapalmeri,,,,,"Politics, Media/Power","Washington, D.C.","Power & Politics, Culture & Media",Washington,D.C.,,
Tara Parker-Pope,tara-parker-pope,One Day Better,https://substack.com/@taraparkerpope,Newsletter - Substack,,,,,,,Health/Wellness,National - US,"Science, Health & Environment",,,US,National
Tatum Hunter,tatum-hunter,Tatum Hunter,https://bytatumhunter.substack.com,Newsletter - Substack,,,,,,,Politics,"Washington, D.C.",Power & Politics,Washington,D.C.,,
Taya Graham,taya-graham,Police Accountability Report,https://www.youtube.com/@PoliceAccountabilityReport,Video - YouTube,,,,,,,"Government Accountability, Investigative","Baltimore, MD","Power & Politics, Journalism Formats",Baltimore,MD,US,South
Taylor Justin,taylor-justin,The Haute Seeker,https://thehauteseeker.com,Website,,,,,,,"Things to do, Restaurants, Lifestyle, Food, Fashion, Design, Culture, Local News","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Ted Gioa,ted-gioa,The Honest Broker,https://www.honest-broker.com,Newsletter - Substack,,,,,,,"Books/Writing, Art, Music","San Francisco, CA",Culture & Media,San Francisco,CA,US,West
Ted Williams,ted-williams,Tiny Money,https://tinymoney.com,Newsletter - Beehiiv,,,,,,,"Careers, Local News","Charlotte, NC","Civic Life, Money & Work",Charlotte,NC,US,South
The Bigs,the-bigs,The Bigs,https://www.thebigs.us,Website,,,,,,,"Local News, Sports","Chicago, IL","Civic Life, Lifestyle & Personal Life",Chicago,IL,US,Midwest
The Hill Is Home,the-hill-is-home,The Hill Is Home,https://www.instagram.com/thehillishome,Video - Instagram,,,,,,,Local News,"Washington, D.C.",Civic Life,Washington,D.C.,,
The Hyattsville Wire,the-hyattsville-wire,The Hyattsville Wire,https://www.instagram.com/hyattsvillewire,Video - Instagram,Social - Facebook,,,,,,Local News,Maryland - US,Civic Life,,MD,US,South
Theo Henderson,theo-henderson,We The Unhoused,https://podcasts.apple.com/us/podcast/we-the-unhoused/id1490017575,Podcast,,,,,,,"Activism, Housing","Los Angeles, CA","Social Issues, Civic Life",Los Angeles,CA,US,West
Theo Lloyd-Hughes,theo-lloyd-hughes,Theo Lloyd-Hughes,https://bsky.app/profile/did:plc:6brmb7llgtvwq6p3nk7tlmap,Social - BlueSky,,,,,,,Sports,"New Orleans, LA",Lifestyle & Personal Life,New Orleans,LA,US,South
Theresa Goodrich,theresa-goodrich,Living Landmarks Of Chicago,https://chicagolandmarks.substack.com,Newsletter - Substack,,,,,,,"Culture, Architecture, Local News, History, Things to do","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest
Thinking Basketball,thinking-basketball,Thinking Basketball,https://www.thinkingbasketball.net,Podcast,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National
Thomas Zimmer,thomas-zimmer,Democracy Americana,https://steady.page/en/democracyamericana/posts,Website,,,,,,,History,Germany,Culture & Media,,,Germany,International
Tiffany A. Yu,tiffany-a-yu,Disabled and Well,https://www.tiktok.com/@imtiffanyyu,Video - TikTok,,,,,,,"Identity/Belonging, Activism","Los Angeles, CA",Social Issues,Los Angeles,CA,US,West
Tiffany Aliche,tiffany-aliche,The Budgetnista,https://www.instagram.com/thebudgetnista,Video - Instagram,Social - Twitter / X,,,,,,Personal Finance,National - US,Money & Work,,,US,National
Tiffany Janzen,tiffany-janzen,Tiff in Tech,https://www.instagram.com/tiffintech,Video - Instagram,,,,,,,"Science, Tech",Canada,"Science, Health & Environment, Money & Work",,,Canada,International
Tim Foley,tim-foley,Caitlin's Newsletter,https://www.caitlinjohnst.one,Newsletter - Substack,,,,,,,"Politics, Foreign Policy",Australia,Power & Politics,,,Australia,International
Tim Pool,tim-pool,Timcast,https://www.youtube.com/@Timcast,Video - YouTube,,,,,,,"Politics, Culture",National - US,"Power & Politics, Culture & Media",,,US,National
Tim Urban,tim-urban,Wait But Why,https://waitbutwhy.com,Website,,,,,,,Explanatory,"New York, NY",Journalism Formats,New York,NY,US,Northeast
Timnit Gebru,timnit-gebru,Timnit Gebru,https://x.com/timnitGebru,Social - Twitter / X,,,,,,,Tech,California - US,Money & Work,,CA,US,West
Timothy Snyder,timothy-snyder,Thinking About...,https://snyder.substack.com,Newsletter - Substack,,,,,,,History,"New Haven, CT",Culture & Media,New Haven,CT,US,Northeast
Tina Brown,tina-brown,Fresh Hell,https://tinabrown.substack.com,Newsletter - Substack,Social - Twitter / X,https://x.com/TinaBrownLM,,,,,Media/Power,"New York, NY",Culture & Media,New York,NY,US,Northeast
Todd Miller,todd-miller,The Border Chronicle,https://theborderchronicle.substack.com,Newsletter - Substack,,,,,,,Immigration,"Tucson, AZ",Social Issues,Tucson,AZ,US,West
Tom Lobianco,tom-lobianco,24 Sight News,https://www.linkedin.com/in/tomlobianco,Newsletter - Substack,Social - Twitter / X,,,,,,Politics,"Washington, D.C.",Power & Politics,Washington,D.C.,,
Tom Martin,tom-martin,LawDroid,https://lawdroid.substack.com,Newsletter - Substack,,,,,,,"Law/Legal Issues, Politics, Tech",Canada,"Power & Politics, Money & Work",,,Canada,International
Tom Nicholas,tom-nicholas,Tom Nicholas,https://www.youtube.com/@Tom_Nicholas,Video - YouTube,,,,,,,"Politics, History",United Kingdom,"Power & Politics, Culture & Media",,,United Kingdom,International
Tommy Geoco,tommy-geoco,Designer Tom,https://www.tiktok.com/@designertom,Video - TikTok,,,,,,,Tech,National - US,Money & Work,,,US,National
Tommy Tomlinson,tommy-tomlinson,The Writing Shed,https://tommytomlinson.substack.com,Newsletter - Substack,,,,,,,"Culture, Local News, Books/Writing","Charlotte, NC","Civic Life, Culture & Media",Charlotte,NC,US,South
Tomo Chien,tomo-chien,Morning Trojan,https://morningtrojan.com,Newsletter - Beehiiv,,,,,,,"Local News, University","Los Angeles, CA",Civic Life,Los Angeles,CA,US,West
Tony Chen,tony-chen,Setups AI,https://www.instagram.com/setupsai,Video - Instagram,,,,,,,Tech,National - US,Money & Work,,,US,National
Tony Mecia,tony-mecia,The Charlotte Ledger,https://www.thecharlotteledger.com,Newsletter - Substack,,,,,,,Local News,"Charlotte, NC",Civic Life,Charlotte,NC,US,South
Tony P.,tony-p,Tony P in DC,https://www.instagram.com/_tonypindc,Video - Instagram,,,,,,,Day in a life,"Washington, D.C.",Journalism Formats,Washington,D.C.,,
Tory Lysik,tory-lysik,Recovered Factory,https://recoveredfactory.net/en,Newsletter - Other,,,,,,,"Data Visualization, History","New York, NY","Culture & Media, Journalism Formats",New York,NY,US,Northeast
Tre'vell Anderson,trevell-anderson,Tre'vell Anderson,https://www.instagram.com/rayzhon,Video - Instagram,,,,,,,"LGBTQIA, Culture","Los Angeles, CA","Social Issues, Culture & Media",Los Angeles,CA,US,West
Trevor May,trevor-may,iamtrevormay,https://www.twitch.tv/iamtrevormay,Video - Twitch,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National
Trish Pasricha,trish-pasricha,Trish Pasricha MD,https://www.instagram.com/trishapasrichamd,Video - Instagram,,,,,,,"Health/Wellness, Science","Boston, MA","Science, Health & Environment",Boston,MA,US,Northeast
Tristen,tristen,Nomz All Day,https://www.instagram.com/nomzallday,Video - Instagram,Video - TikTok,,,,,,"Restaurants, Things to do","Washington, D.C.",Lifestyle & Personal Life,Washington,D.C.,,
Ty Burr,ty-burr,Ty Burr's Watch List,https://www.tyburrswatchlist.com,Newsletter - Ghost,,,,,,,"Entertainment/Hollywood, Film/Movies",National - US,Culture & Media,,,US,National
Tyler Dunne,tyler-dunne,Go Long,https://golongtd.com,Newsletter - Substack,,,,,,,"Sports, Investigative",New York - US,"Journalism Formats, Lifestyle & Personal Life",,New York,United States,Northeast
Tyler Gardner,tyler-gardner,socialcapofficial,https://www.instagram.com/socialcapofficial,Video - Instagram,,,,,,,Personal Finance,National - US,Money & Work,,,US,National
Ugo Lord,ugo-lord,The Modern Attorney,https://www.tiktok.com/@ugolord,Video - TikTok,,,,,,,Law/Legal Issues,"Los Angeles, CA",Power & Politics,Los Angeles,CA,US,West
Ulrike Langer,ulrike-langer,News Machines,https://newsmachines.beehiiv.com,Newsletter - Beehiiv,,,,,,,"Tech, Media/Power",Washington - US,"Money & Work, Culture & Media",,Washington,United States,West
V Spehar,v-spehar,Under the Desk News,https://www.tiktok.com/@underthedesknews,Video - TikTok,Video - Instagram,https://www.instagram.com/underthedesknews,,,,,"General News, Politics","Rochester, NY","Power & Politics, General News",Rochester,NY,US,Northeast
Valentin Farkasch,valentin-farkasch,Orbit for Creators,https://www.youtube.com/@orbitforcreators,Video - YouTube,,,,,,,Media/Power,Austria,Culture & Media,,,,Austria
Vanessa Armstrong,vanessa-armstrong,Tube Talk Media,https://tubetalk.media,Newsletter - Beehiiv,,,,,,,"History, Entertainment/Hollywood, Books/Writing","Los Angeles, CA",Culture & Media,Los Angeles,CA,US,West
Vica Reich,vica-reich,Vica Reich,https://www.tiktok.com/@vicareich,Video - TikTok,,,,,,,"Politics, Culture",Germany,"Power & Politics, Culture & Media",,,Germany,International
Victoria M. Walker,victoria-m-walker,Carrying On,https://victoriamwalker.substack.com,Newsletter - Substack,,,,,,,Travel,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Victoria Wolff,victoria-wolff,Our Amagansett House,https://ouramagansetthouse.substack.com,Newsletter - Substack,,,,,,,"Day in a life, Design, Lifestyle","New York, NY","Culture & Media, Journalism Formats, Lifestyle & Personal Life",New York,NY,US,Northeast
Vienna Pharaon LMFT,vienna-pharaon-lmft,Mindful MFT,https://www.instagram.com/mindfulmft,Video - Instagram,,,,,,,Mental Health,New York - US,"Science, Health & Environment",,New York,United States,Northeast
Vince Beiser,vince-beiser,Power Metal,https://powermetal.substack.com,Newsletter - Substack,Website,https://vincebeiser.com,,,,,"Climate/Environment, Utility, Tech, Government Accountability",Canada,"Power & Politics, Civic Life, Science, Health & Environment, Money & Work",,,Canada,International
Virginia Sole-Smith,virginia-sole-smith,Burnt Toast,https://virginiasolesmith.substack.com,Newsletter - Substack,Podcast,,,,,,"Food, Home, Parenting","New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Vivian Tu,vivian-tu,Your Rich BFF,https://www.instagram.com/your.richbff,Video - TikTok,Video - Instagram,,,,,,"Finance/Economics, Personal Finance",National - US,Money & Work,,,US,National
Vlad,vlad,A Different Perspective,https://vladyyy.substack.com,Newsletter - Substack,,,,,,,"Self Help, Tech, Culture",California - US,"Money & Work, Culture & Media, Lifestyle & Personal Life",,CA,US,West
Vlad Vexler,vlad-vexler,Vlad Vexler,https://www.youtube.com/vladvexler,Video - YouTube,,,,,,,"World, Politics",United Kingdom,"Power & Politics, General News",,,United Kingdom,International
Wajahat Ali,wajahat-ali,Wajahat Ali,https://x.com/WajahatAli,Social - Twitter / X,,,,,,,"Politics, Faith/Religion","Washington, D.C.","Power & Politics, Social Issues",Washington,D.C.,,
Walter Hickey,walter-hickey,Numlock News,https://www.numlock.com,Newsletter - Substack,,,,,,,General News,"New York, NY",General News,New York,NY,US,Northeast
Washingtonian Problems,washingtonian-problems,Washingtonian Problems,https://www.instagram.com/washingtonianprobs,Video - Instagram,Social - Twitter / X,,,,,,"Local News, Gossip","Washington, D.C.","Civic Life, Culture & Media",Washington,D.C.,,
Wendall Wilson,wendall-wilson,Level1Techs,https://www.youtube.com/c/level1techs,Video - YouTube,,,,,,,Tech,Kentucky - US,Money & Work,,KY,US,South
Wendell Potter,wendell-potter,HEALTH CARE un-covered,https://wendellpotter.substack.com,Newsletter - Substack,,,,,,,"Health/Wellness, Policy","Philadelphia, PA","Power & Politics, Science, Health & Environment",Philadelphia,PA,US,Northeast
Whats The Word,whats-the-word,Whats The Word,https://www.tiktok.com/@whatsthewordtv,Video - TikTok,,,,,,,"Local News, Culture","Chicago, IL","Civic Life, Culture & Media",Chicago,IL,US,Midwest
Whitney Bauck,whitney-bauck,Unwrinkling,https://whitneybauck.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/unwrinkling,,,,,"Climate/Environment, Food, Explanatory","New York, NY","Science, Health & Environment, Journalism Formats, Lifestyle & Personal Life",New York,NY,US,Northeast
William (Will) Flanary,william-will-flanary,Dr. Glaucomflecken,https://www.youtube.com/@DGlaucomflecken,Video - YouTube,,,,,,,"Comedy, Health/Wellness",Oregon - US,"Science, Health & Environment, Culture & Media",,OR,US,West
William Spaniel,william-spaniel,William Spaniel,https://www.youtube.com/@Gametheory101,Video - YouTube,,,,,,,"World, National Security",National - US,"Power & Politics, General News",,,US,National
Yashar Ali,yashar-ali,The Reset,https://x.com/yashar,Social - Twitter / X,Newsletter - Substack,,,,,,"World, General News, Politics","New York, NY","Power & Politics, General News",New York,NY,US,Northeast
Yeganeh Torbati,yeganeh-torbati,Yeganeh Torbati,https://yeganehtorbati.substack.com,Newsletter - Substack,,,,,,,"Foreign Policy, World",Turkey,"Power & Politics, General News",,,Turkey,International
Yessina Funes,yessina-funes,Possibilities,https://www.possibilities.news,Newsletter - Ghost,,,,,,,Climate/Environment,"New York, NY","Science, Health & Environment",New York,NY,US,Northeast
Yoav Davis,yoav-davis,Jews of NY,https://www.instagram.com/jews_of_ny,Video - Instagram,,,,,,,"Local News, Identity/Belonging","New York, NY","Social Issues, Civic Life",New York,NY,US,Northeast
Yonah Freemark,yonah-freemark,The Transport Politic,https://www.thetransportpolitic.com,Website,,,,,,,"Urban planning, Transit/Transportation","Washington, D.C.",Civic Life,Washington,D.C.,,
Yoni Greenbaum,yoni-greenbaum,Backstory & Strategy,https://www.backstoryandstrategy.com,Newsletter - Substack,,,,,,,"Media/Power, Business",Pennsylvania - US,"Money & Work, Culture & Media",,PA,US,Northeast
Your Digital Docent,your-digital-docent,Your Digital Docent,https://www.instagram.com/digitaldocent_,Video - Instagram,,,,,,,Museums,"Washington, D.C.",Culture & Media,Washington,D.C.,,
Yowei Shaw,yowei-shaw,Proxy,https://www.proxypodcast.com,Podcast,Video - Instagram,,,,,,"Science, Mental Health, Health/Wellness, Culture, Identity/Belonging","Philadelphia, PA","Social Issues, Science, Health & Environment, Culture & Media",Philadelphia,PA,US,Northeast
Yulia Denisyuk,yulia-denisyuk,Going Places Media,https://www.goingplacesmedia.com,Newsletter - Ghost,,,,,,,Travel,"Chicago, IL",Lifestyle & Personal Life,Chicago,IL,US,Midwest
Yuval Ben-Hayun,yuval-ben-hayun,Yuval the Terrible,https://www.tiktok.com/@yuvaltheterrible,Video - TikTok,,,,,,,"General News, Government Accountability",National - US,"Power & Politics, General News",,,US,National
Zach Griff,zach-griff,From the Tray Table,https://fromthetraytable.com,Newsletter - Beehiiv,,,,,,,Travel,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast
Zack Richard,zack-richard,NFL Historic,https://www.instagram.com/nflhistoric,Video - YouTube,,,,,,,Sports,National - US,Lifestyle & Personal Life,,,US,National
Zackory Kirk,zackory-kirk,Zacktivist,https://www.tiktok.com/@zactivist,Video - TikTok,,,,,,,"Politics, Activism",National - US,"Power & Politics, Social Issues",,,US,National
Zaid Admani,zaid-admani,Admani Explains,https://www.tiktok.com/@admani_explains,Video - TikTok,Social - LinkedIn,,,,,,"Business, Tech","Houston, TX",Money & Work,Houston,TX,US,South
Zeke Hausfather,zeke-hausfather,The Climate Brink,https://www.theclimatebrink.com,Newsletter - Substack,Video - YouTube,,,,,,Climate/Environment,Texas - US,"Science, Health & Environment",,TX,US,South
Zerlina Maxwell,zerlina-maxwell,The Inner Work Dispatch,https://zerlinamaxwell.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/zerlinamaxwell/?hl=en,,,,,"Politics, Gender",Italy,"Power & Politics, Social Issues",,,Italy,International
Zoë Hannah,zo-hannah,Mothership,https://www.mothership.blog,Newsletter - Ghost,,,,,,,"Games/Gaming, Gender",National - US,"Social Issues, Culture & Media",,,US,National
柴静 Chai Jing,chai-jing,柴静 Chai Jing,https://www.youtube.com/@chaijing2023,Video - YouTube,Newsletter - Substack,https://chaijing.substack.com,,,,,"Investigative, Climate/Environment",International,"Science, Health & Environment, Journalism Formats",,,,International
王志安,wang-zhian,Wang Zhian,https://www.youtube.com/@wangzhian,Video - YouTube,,,,,,,"Investigative, World",Japan,"General News, Journalism Formats",,,Japan,International
Adedayo Fashanu,adedayo-fashanu,TANTV,https://www.tantvnews.com,Website,Video - Instagram,https://www.instagram.com/tantvnews,Social - Twitter / X,https://x.com/tantvstudios,,,Travel,"Honolulu, HI",Lifestyle & Personal Life,Honolulu,HI,US,West
Afeef Nessouli,afeef-nessouli,Afeef,https://www.instagram.com/afeefness,Video - Instagram,,,,,,,"World, Foreign Policy",Lebanon,"Power & Politics, General News",,,,Lebanon
Aidan Hall,aidan-hall,Aidan Hall,http://youtube.com/@aidan_hall,Video - YouTube,Video - YouTube,https://www.youtube.com/@aidan_hall,Video - Instagram,https://www.instagram.com/aidanhallll,,,Explanatory,"Los Angeles, CA",Journalism Formats,Los Angeles,CA,US,West
Alex González Ormerod,alex-gonzlez-ormerod,The Mexico Political Economist,www.mxpe.org,Social - LinkedIn,,,,,,,"Local News, World, Politics, Finance/Economics",Mexico,"Power & Politics, Civic Life, Money & Work, General News",,,Mexico,International
Alice Cappelle,alice-cappelle,Alice Cappelle,https://www.youtube.com/@alicecappelle,Video - YouTube,,,,,,,Labor/Workers Rights,France,Money & Work,,,France,International
Amy Boyle,amy-boyle,Speaking of Phenomenal,https://amyboyle.substack.com/podcast,Newsletter - Substack,Video - Instagram,,,,,,Gender,"Chicago, IL",Social Issues,Chicago,IL,US,Midwest
