Creator Name,slug,Creator Channel,Link Primary,Platform Primary,Platform 2 Name,Platform 2 Link,Platform 3 Name,Platform 3 Link,Platform 4 Name,Platform 4 Link,Topic/Category,Geography,Groups,Geo City,Geo State,Geo Country,Geo Region,Partner Lists
Sarah Hart-Unger,sarah-hart-unger,,https://theshubox.com,Website,Podcast,,,,,,Self-Help,,Lifestyle & Personal Life,,,,,
Sarah Jaffe,sarah-jaffe,Belabored,https://sarahjaffe.substack.com,Newsletter - Substack,Podcast,https://podcasts.apple.com/us/podcast/belabored/id634955549,Social - BlueSky,https://bsky.app/profile/sarahljaffe.bsky.social,,,Labor/Workers Rights,United Kingdom,Money & Work,,,GB,International,
Sarah Jakes Roberts,sarah-jakes-roberts,Sarah Jakes Roberts,https://www.instagram.com/sarahjakesroberts,Video - Instagram,Video - TikTok,https://www.tiktok.com/@realsarahjakesroberts?lang=en,,,,,"Faith/Religion, Gender, Health/Wellness","Dallas, TX","Social Issues, Science Health & Environment",Dallas,TX,US,South,
Sarah Kwon,sarah-kwon,Sarah Kwon,https://www.sarah-kwon.com/,Website,,,,,,,Health/Wellness,California - US,Science Health & Environment,,CA,US,West,Institute_for_Independent_Journalists
Sarah Mackenzie,sarah-mackenzie,,https://readaloudrevival.com,Podcast,,,,,,,Parenting,,Lifestyle & Personal Life,,,,,
Sarah Marshall,sarah-marshall,You're Wrong About,https://www.rememberingsarahmarshall.com/,Podcast,Video - Instagram,https://www.instagram.com/yourewrongaboutpod/,Social - BlueSky,https://bsky.app/profile/sarahmarshall.bsky.social,,,"History, Media/Power, Gender",National - US,"Social Issues, Culture & Media",,,US,National,
Sarah McCammon,sarah-mccammon,Off the Air,https://sarahmccammon.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/sarahmccammon.bsky.social,,,,,"Faith/Religion, Politics","Washington, DC","Power & Politics, Social Issues",Washington,DC,US,Mid-Atlantic,
Sarah Miller,sarah-miller,The Real Sarah Miller,https://therealsarahmiller.substack.com,Newsletter - Substack,,,,,,,Culture,"Nevada City, CA",Culture & Media,Nevada City,CA,US,West,
Sarah Mock,sarah-mock,Sarah Mock,https://sarahmock.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/sarahmock.bsky.social,,,,,Agriculture,"Albuquerque, NM",Civic Life,Albuquerque,NM,US,West,
Sarah Posner,sarah-posner,Reign of Error,https://podcasts.apple.com/us/podcast/reign-of-error-with-sarah-posner/id1866624168,Podcast,Social - BlueSky,https://bsky.app/profile/sarahposner.bsky.social,,,,,Faith/Religion,"Philadelphia, PA",Social Issues,Philadelphia,PA,US,Northeast,
Sarah Shapiro,sarah-shapiro,,https://www.privatelabel.ltd,Newsletter - Substack,,,,,,,Business,"San Francisco, CA",Money & Work,San Francisco,CA,US,West,
Sarah Steimer,sarah-steimer,Haters Guide to Living Well,https://haters-guide-to-living-well.beehiiv.com,Newsletter - Other,,,,,,,Health/Wellness,"Chicago, IL",Science Health & Environment,Chicago,IL,US,Midwest,
Sarah Yi,sarah-yi,A Girl About Chicago,https://www.tiktok.com/@agirlaboutchicago,Video - TikTok,,,,,,,"Local, Design, Lifestyle, Food, Restaurants and bars","Chicago, IL","Civic Life, Culture & Media, Lifestyle & Personal Life",Chicago,IL,US,Midwest,
Sari Botton,sari-botton,Oldster,https://oldster.substack.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/saribotton/?hl=en,Social - BlueSky,https://bsky.app/profile/saribotton.bsky.social,,,"Health/Wellness, Lifestyle","New York, NY","Science Health & Environment, Lifestyle & Personal Life",New York,NY,US,Northeast,
Saul,saul-remote-queer,Remote Queer,https://remotequeer.co,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/saulwilliams.bsky.social,,,,,"Travel, LGBTQIA",International,"Social Issues, Lifestyle & Personal Life",,,,International,
Savannah Eccles Johnson,savannah-eccles-johnson,Savypolitics,https://www.instagram.com/savypolitics,Video - Instagram,,,,,,,"Law/Legal Issues, Politics",National - US,Power & Politics,,,US,National,
Sayash Kapoor,sayash-kapoor,AI as Normal Technology,https://www.normaltech.ai,Newsletter - Substack,,,,,,,Tech,New Jersey - US,Money & Work,,NJ,US,Northeast,
Scot McKnight,scot-mcknight,Jesus Creed,https://scotmcknight.substack.com/,Newsletter - Substack,,,,,,,Faith/Religion,"Libertyville, IL",Social Issues,Libertyville,IL,US,Midwest,
Scott Alexander,scott-alexander,Astral Codex Ten,https://www.astralcodexten.com,Newsletter - Substack,,,,,,,"Tech, Mental Health","San Francisco, CA","Science Health & Environment, Money & Work",San Francisco,CA,US,West,
Scott Braddock,scott-braddock,Quorum Report,quorumreport.com,Website,Social - BlueSky,https://bsky.app/profile/scottbraddock.bsky.social,,,,,"Politics, Local",Texas - US,"Power & Politics, Civic Life",,TX,US,South,
Scott Choppin,scott-choppin,The Real Signal,https://therealsignal.substack.com,Newsletter - Substack,,,,,,,Real Estate,"Long Beach, CA",Money & Work,Long Beach,CA,US,West,
Scott Hines,scott-hines,,https://actioncookbook.com,Newsletter - Substack,Social - Twitter / X,https://x.com/actioncookbook,,,,,Food,"Louisville, KY",Lifestyle & Personal Life,Louisville,KY,US,South,
Scott Manley,scott-manley,Scott Manley,https://www.youtube.com/@scottmanley,Video - YouTube,Social - Twitter / X,https://twitter.com/DJSnM,,,,,Science,"San Francisco, CA",Science Health & Environment,San Francisco,CA,US,West,
Scott Martin,scott-martin,The Catch,https://readthecatch.ca/,Newsletter - Ghost,,,,,,,Media/Power,,Culture & Media,,,,,
Scott Rouse,scott-rouse,The Behavior Panel,https://www.youtube.com/@TheBehaviorPanel,Video - YouTube,,,,,,,"Politics, General News, Crime",National - US,"Power & Politics, Civic Life, General News",,,US,National,
Scott Sumner,scott-sumner,The Money Illusion,https://scottsumner.substack.com,Newsletter - Substack,,,,,,,Finance/Economics,National - US,Money & Work,,,US,National,
Scott Tobias,scott-tobias,The Reveal,https://www.thereveal.film,Newsletter - Other,Podcast,https://shows.acast.com/the-next-picture-show,,,,,"Film/Movies, Culture",National - US,Culture & Media,,,US,National,
Seamus Hughes,seamus-hughes,Court Watch,https://x.com/SeamusHughes,Newsletter - Beehiiv,,,,,,,"Law/Legal Issues, Government Accountability","Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Sean Beckner-Carmitchel,sean-beckner-carmitchel,LA Ten Four,https://latenfour.com,Website,Social - BlueSky,https://bsky.app/profile/acatwithnews.bsky.social,,,,,"Local, Law/Legal Issues","Los Angeles, CA","Power & Politics, Civic Life",Los Angeles,CA,US,West,
Sean Hammond,sean-hammond,Sean Hammond,https://www.instagram.com/seanhammonds/,Social - Instagram,Social - BlueSky,https://bsky.app/profile/seanhammond.bsky.social,,,,,Travel,Colombia,Lifestyle & Personal Life,,,CO,International,
Sean Highkin,sean-highkin,The Rose Garden Report,rosegardenreport.com,Website,Social - BlueSky,https://bsky.app/profile/highkin.bsky.social,,,,,"Sports, Local","Portland, OR","Civic Life, Lifestyle & Personal Life",Portland,OR,US,West,
Sean Naylor,sean-naylor,The High Side,https://thehighside.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/seannaylor.bsky.social,,,,,Foreign Policy,"Washington, DC",Power & Politics,Washington,DC,US,Mid-Atlantic,
Sean Paul Reyes,sean-paul-reyes,Long Island Audit,https://longislandaudit.com/,Video - YouTube,Video - Instagram,https://www.instagram.com/longislandaudit/,,,,,"Government Accountability, Law/Legal Issues, Politics","Long Island, NY",Power & Politics,Long Island,NY,US,Northeast,
Sean West,sean-west,GeoLegal Notes,https://www.linkedin.com/in/seanpwest1,Social - LinkedIn,,,,,,,"Law/Legal Issues, Politics","Santa Monica, CA",Power & Politics,Santa Monica,CA,US,West,
Seb Kennedy,seb-kennedy,Energy Flux,(Ghost platform),Newsletter - Ghost,,,,,,,Climate/Environment,,Science Health & Environment,,,,,
Secret Washington DC,secret-washington-dc,Secret Washington DC,https://www.instagram.com/secret.washington.dc/,Social - Instagram,Website,https://secretwashingtondc.com/,Social - Facebook,https://www.facebook.com/secretwashingtondc/,Video - TikTok,https://www.tiktok.com/@secret.washington.dc,Things to Do,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Serena Maria Daniels,serena-maria-daniels,Midwest Mexican,https://midwestmexican.substack.com,Newsletter - Substack,,,,,,,Food,"Detroit, MI",Lifestyle & Personal Life,Detroit,MI,US,Midwest,
Seth Godin,seth-godin,Seth's Blog,https://seths.blog,Website,Social - BlueSky,https://bsky.app/profile/sethgodin.bsky.social,,,,,"Tech, Media/Power",New York - US,"Money & Work, Culture & Media",,NY,US,Northeast,
Seth Harp,seth-harp,DENIED AREAS,https://sethharp.substack.com,Newsletter - Substack,,,,,,,"Investigative, Military","Austin, TX","Power & Politics, Journalism Formats",Austin,TX,US,South,
Seulki Lee,seulki-lee,Dunia Media,https://www.youtube.com/@the_dunia_media,Video - YouTube,,,,,,,World,South Korea,General News,,,KR,International,
Seymour Hersh,seymour-hersh,Seymour Hersh,https://seymourhersh.substack.com,Newsletter - Substack,,,,,,,"Investigative, National Security",National - US,"Power & Politics, Journalism Formats",,,US,National,
Shajan C Kumar,shajan-c-kumar,News Natives,https://newsnatives.com/news-updates,Website,,,,,,,"Data Visualization, Tech",India,"Money & Work, Journalism Formats",,,IN,International,
Sham Jaff,sham-jaff,What happened last week,https://gishty.com/newsletters/what-happened-last-week,Newsletter - Other,Social - BlueSky,https://bsky.app/profile/shamjaff.bsky.social,,,,,World,International,General News,,,,International,
Shannon Henry Kleiber,shannon-henry-kleiber,Cadence: On Writing & Sound,https://cadence.ghost.io,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/shkleiber.bsky.social,,,,,"Books/Writing, Media/Power","Madison, WI",Culture & Media,Madison,WI,US,Midwest,
Shanspeare,shanspeare,Shanspeare,https://www.youtube.com/@Shanspeare,Video - YouTube,Newsletter - Substack,https://shanspeare.substack.com/,,,,,Culture,North Carolina - US,Culture & Media,,NC,US,South,
Sharon Goldman,sharon-goldman,Ground Level AI,https://www.groundlevel-ai.com,Newsletter - Substack,,,,,,,"Tech, Policy, National Security",National - US,"Power & Politics, Money & Work",,,US,National,
Sharon McMahon,sharon-mcmahon,Sharon Says So,https://www.instagram.com/sharonsaysso,Video - Instagram,Newsletter - Substack,https://thepreamble.com/,,,,,"Politics, Government Accountability, Explanatory, Finance/Economics","Minneapolis, MN","Power & Politics, Money & Work, Journalism Formats",Minneapolis,MN,US,Midwest,
Sharon Yang,sharon-yang,Sharon Yang,https://www.instagram.com/syang/,Social - Instagram,Website,https://www.sharonyangphotography.com/,Social - BlueSky,https://bsky.app/profile/sharonyang.bsky.social,,,Photography,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Shawn Singh,shawn-singh,Shawn the Food Sheep,https://www.instagram.com/shawnthefoodsheep,Video - Instagram,,,,,,,"Restaurants and bars, Things to Do","Houston, TX",Lifestyle & Personal Life,Houston,TX,US,South,
Shayla Martin,shayla-martin,Shayla Martin,https://www.theroadwetrod.com/,Website,,,,,,,"Travel, Culture","Washington, DC","Culture & Media, Lifestyle & Personal Life",Washington,DC,US,Mid-Atlantic,Institute_for_Independent_Journalists
Shayle Matsuda,shayle-matsuda,"Coral/aquatic ecologist, watercolor sketchnote science communication",https://www.instagram.com/wrong.whale/,Social - Instagram,,,,,,,Science,,Science Health & Environment,,,,,
Shedrick Pelt,shedrick-pelt,Shedrick Pelt,https://www.instagram.com/sdotpdotmedia/,Social - Instagram,Website,https://sdotpdotmedia.com/,,,,,Photography,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Shenelle Rodrigo,shenelle-rodrigo,Sheneller,https://www.instagram.com/sheneller/,Social - Instagram,,,,,,,Travel,Sri Lanka,Lifestyle & Personal Life,,,LK,International,
Shermann Dilla Thomas,shermann-dilla-thomas,6figga_dilla,https://www.instagram.com/6figga_dilla,Video - Instagram,,,,,,,"Local, History","Chicago, IL","Civic Life, Culture & Media",Chicago,IL,US,Midwest,
Sherrilyn Ifill,sherrilyn-ifill,Sherrilyn's Newsletter,https://sherrilyn.substack.com,Newsletter - Substack,,,,,,,Law/Legal Issues,"New York, NY",Power & Politics,New York,NY,US,Northeast,
Shihan Chowdhury,shihan-chowdhury,Shihan Chowdhury,https://www.tiktok.com/@chilipeppercooks,Social - TikTok,,,,,,,Food,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Shikha Dalmia,shikha-dalmia,The UnPopulist,https://www.theunpopulist.net,Newsletter - Substack,,,,,,,"Politics, Policy",National - US,Power & Politics,,,US,National,
Shira Lazar,shira-lazar,Shira Lazar,https://www.tiktok.com/@shiralazar,Video - TikTok,Video - Instagram,https://www.instagram.com/shiralazar,,,,,"Tech, Internet Culture","Los Angeles, CA","Money & Work, Culture & Media",Los Angeles,CA,US,West,
Shoshana Weissmann,shoshana-weissmann,Papercuts,https://papercuts.substack.com,Newsletter - Substack,,,,,,,Media/Power,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Shrouq Aila,shrouq-aila,Shrouq Aila,https://www.noosphere.app/author/shrouq/,Video - Noosphere,,,,,,,"Human Rights, Foreign Policy","Gaza, Palestine","Power & Politics, Social Issues",Gaza,,PS,International,
Shukria Bayan,shukria-bayan,Shukria Bayan,https://www.noosphere.app/author/shukria/,Video - Noosphere,,,,,,,"Human Rights, Foreign Policy","New York, NY","Power & Politics, Social Issues",New York,NY,US,Northeast,
Simo Benbachir,simo-benbachir,Sneaky Showbiz,https://www.instagram.com/simobenbachir/,Social - Instagram,Social - Facebook,https://www.facebook.com/Simobenbach,,,,,"Entertainment/Hollywood, Culture",National - US,Culture & Media,,,US,National,
Simon Carless,simon-carless,GameDiscoverCo,https://newsletter.gamediscover.co/,Newsletter - Substack,,,,,,,Games/Gaming,,Culture & Media,,,,,
Simon McGarr,simon-mcgarr,The Gist -- Irish policy/legal/data newsletter,https://www.thegist.ie/,Newsletter - Ghost,,,,,,,Media/Power,Ireland,Culture & Media,,,IE,International,
Simon Owens,simon-owens,Simon Owens's Media Newsletter,https://simonowens.substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/simonowens.bsky.social,,,,,Media/Power,"Washington, DC",Culture & Media,Washington,DC,US,Mid-Atlantic,
Simone Giertz,simone-giertz,Simone Giertz,https://www.youtube.com/@SimoneGiertz,Video - YouTube,,,,,,,Tech,"Los Angeles, CA",Money & Work,Los Angeles,CA,US,West,
Sithara Ranasinghe,sithara-ranasinghe,,https://sitarasgarden.substack.com,Newsletter - Substack,,,,,,,Culture,,Culture & Media,,,,,
Skanda Amarnath,skanda-amarnath,Employ America,https://www.employamerica.org/,Website,Social - BlueSky,https://bsky.app/profile/skandaamarnath.bsky.social,,,,,Finance/Economics,"Jersey City, NJ",Money & Work,Jersey City,NJ,US,Northeast,
Skye Jethani,skye-jethani,The Holy Post,https://www.holypost.com,Podcast,,,,,,,"Faith/Religion, Culture",Illinois - US,"Social Issues, Culture & Media",,IL,US,Midwest,
Snarky Gherkin,snarky-gherkin,Snarky Gherkin,https://snarkygherkin.substack.com,Newsletter - Substack,,,,,,,Media/Power,,Culture & Media,,,,,
Sohla El-Waylly,sohla-el-waylly,Hot Dish with Sohla,https://sohla.substack.com,Newsletter - Substack,,,,,,,Food,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast,
Sojourner White,sojourner-white,Sojourner White,https://sojournies.com/,Website,,,,,,,Travel,National - US,Lifestyle & Personal Life,,,US,National,Institute_for_Independent_Journalists
Soledad O’Brien,soledad-obrien,Soledad O’Brien,https://www.instagram.com/soledadobrien,Video - Instagram,,,,,,,"Culture, Politics","New York, NY","Power & Politics, Culture & Media",New York,NY,US,Northeast,
Soleil Ho,soleil-ho,Soleil Ho,http://www.racistsandwich.com,Website,,,,,,,"Recipes, Culture",National - US,"Culture & Media, Lifestyle & Personal Life",,,US,National,Institute_for_Independent_Journalists
Sommer Hill,sommer-hill,,https://itssommertime.substack.com,Newsletter - Substack,Video - YouTube,https://www.youtube.com/@ItsSommerTime,Social - Instagram,https://instagram.com/sommerfh,Social - TikTok,https://www.tiktok.com/@sommerhill2,Lifestyle,,Lifestyle & Personal Life,,,,,
Sonali Kolhatkar,sonali-kolhatkar,Rising Up With Sonali -- solutions journalism for social justice,https://risingupwithsonali.com/,Newsletter - Ghost,,,,,,,Media/Power,"Pasadena, CA",Culture & Media,Pasadena,CA,US,West,
Sophia Laurenzi,sophia-laurenzi,Surface Level,https://sophialaurenzi.substack.com,Newsletter - Substack,,,,,,,"Crime, Mental Health, Identity/Belonging","New York, NY","Social Issues, Civic Life, Science Health & Environment",New York,NY,US,Northeast,
Sophia Li,sophia-li,Steward,https://www.instagram.com/sophfei,Video - Instagram,,,,,,,"Activism, Climate/Environment, Outdoors","New York, NY","Social Issues, Science Health & Environment, Lifestyle & Personal Life",New York,NY,US,Northeast,
Sophia Smith Galer,sophia-smith-galer,Sophia Smith Galer,https://www.tiktok.com/@sophiasmithgaler,Video - TikTok,Video - Instagram,https://www.instagram.com/sophiasgaler,,,,,"Culture, Tech",United Kingdom,"Money & Work, Culture & Media",,,GB,International,
Sophie from Mars,sophie-from-mars,Sophie from Mars,https://www.youtube.com/@SophiefromMars,Video - YouTube,Social - BlueSky,https://bsky.app/profile/sophiefrommars.bsky.social,,,,,Politics,UK,Power & Politics,,,GB,International,
Spencer Ackerman,spencer-ackerman,Forever Wars,https://www.forever-wars.com,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/attackerman.bsky.social,,,,,National Security,"New York, NY",Power & Politics,New York,NY,US,Northeast,
Sree Sreenivasan,sree-sreenivasan,Sree’s Sunday Note,http://sreenet.Substack.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/sreenet.bsky.social,,,,,"Tech, Media/Power","New York, NY","Money & Work, Culture & Media",New York,NY,US,Northeast,
Sruthi Pinnamaneni,sruthi-pinnamaneni,Search Engine,https://www.searchengine.show/,Newsletter - Substack,,,,,,,"Tech, Internet Culture","Brooklyn, NY","Money & Work, Culture & Media",Brooklyn,NY,US,Northeast,
Stacey Leasca,stacey-leasca,@sleasca,https://www.instagram.com/sleasca,Video - Instagram,,,,,,,"Travel, Lifestyle",Portugal,Lifestyle & Personal Life,,,PT,International,
Steph Drahozal,steph-drahozal,A Ticket to Taste,https://www.instagram.com/atickettotaste/,Social - Instagram,,,,,,,Food,"Washington, DC",Lifestyle & Personal Life,Washington,DC,US,Mid-Atlantic,
Stephanie Humphrey,stephanie-humphrey,TechLife with Stephanie Humphrey,https://stephaniehumphrey.com,Website,,,,,,,Tech,"Philadelphia, PA",Money & Work,Philadelphia,PA,US,Northeast,
Stephanie Lau,stephanie-lau,Cook Club,https://cookclub.substack.com/,Newsletter - Substack,Website,https://stephaniealau.com,,,,,"Food, Culture","New York, NY","Culture & Media, Lifestyle & Personal Life",New York,NY,US,Northeast,
Stephanie Valdez,stephanie-valdez,steph.olution,https://www.instagram.com/steph.olution,Video - Instagram,,,,,,,"Activism, Politics, Government Accountability",National - US,"Power & Politics, Social Issues",,,US,National,
Stephanie Williams,stephanie-williams,La Fronde,https://la-fronde.com/,Newsletter - Beehiiv,Social - BlueSky,https://bsky.app/profile/stephwilliams.bsky.social,,,,,"Media/Power, Gender",National - US,"Social Issues, Culture & Media",,,US,National,
Stephen Beals,stephen-beals,,https://www.stbeals.com/,Newsletter - Substack,,,,,,,Comedy,,Culture & Media,,,,,
Stephen Janis,stephen-janis,Police Accountability Report,https://www.youtube.com/@PoliceAccountabilityReport,Video - YouTube,,,,,,,"Government Accountability, Investigative","Baltimore, MD","Power & Politics, Journalism Formats",Baltimore,MD,US,South,
Stephen Semler,stephen-semler,Polygraph,https://stephensemler.com,Newsletter - Substack,,,,,,,"National Security, Politics, Government Accountability",National - US,Power & Politics,,,US,National,
Stephen Smysnuik,stephen-smysnuik,The Level,https://www.readthelevel.ca,Website,Social - BlueSky,https://bsky.app/profile/smizznit.bsky.social,,,,,World,Canada,General News,,,CA,International,
Stephen Totilo,stephen-totilo,Game File,https://www.gamefile.news/,Newsletter - Substack,,,,,,,Culture,"Maplewood, NJ",Culture & Media,Maplewood,NJ,US,Northeast,
Stetson,stetson,,https://stetson.substack.com,Newsletter - Substack,,,,,,,Books/Writing,,Culture & Media,,,,,
Steve Burke,steve-burke,Gamers Nexus,https://www.youtube.com/@GamersNexus,Video - YouTube,,,,,,,Tech,North Carolina - US,Money & Work,,NC,US,South,
Steve Matteo,steve-matteo,MatteoMedia,https://www.thevinyldistrict.com,Website,Social - BlueSky,https://bsky.app/profile/matteomedia.bsky.social,,,,,"Music, Books/Writing, Art",New York - US,Culture & Media,,NY,US,Northeast,
Steve Morris,steve-morris,The Long Run,https://thelongrun.news,Newsletter - Beehiiv,,,,,,,Politics,"New York, NY",Power & Politics,New York,NY,US,Northeast,
Steve Mould,steve-mould,Steve Mould,https://www.youtube.com/@SteveMould,Video - YouTube,Social - BlueSky,https://bsky.app/profile/stevemould-ytbot.bsky.social,,,,,Science,United Kingdom,Science Health & Environment,,,GB,International,
Steve Ram,steve-ram,Steve Ram,https://www.youtube.com/@SteveRam,Video - YouTube,Video - TikTok,https://www.tiktok.com/@steveram3,,,,,"Politics, Internet Culture, General News","Houston, TX","Power & Politics, General News, Culture & Media",Houston,TX,US,South,
Steve Randy Waldman,steve-randy-waldman,Interfluidity,https://drafts.interfluidity.com,Website,,,,,,,"Finance/Economics, Politics",National - US,"Power & Politics, Money & Work",,,US,National,
Steve Schmidt,steve-schmidt,The Warning,https://steveschmidt.substack.com/,Newsletter - Substack,,,,,,,Politics,"Park City, UT",Power & Politics,Park City,UT,US,West,
Steve Vladeck,steve-vladeck,One First,https://www.stevevladeck.com,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/stevevladeck.bsky.social,,,,,Politics,National - US,Power & Politics,,,US,National,
Steven Bartlett,steven-bartlett,The Diary of a CEO,https://stevenbartlett.com,Podcast,Website,https://stevenbartlett.com,,,,,"Business, Self-Help",United Kingdom,"Money & Work, Lifestyle & Personal Life",,,GB,International,
Steven Crowder,steven-crowder,Louder with Crowder,https://www.youtube.com/@LouderWithCrowder,Video - YouTube,Social - Rumble,https://rumble.com/c/StevenCrowder,,,,,Politics,"Dallas, TX",Power & Politics,Dallas,TX,US,South,
Steven Donziger,steven-donziger,,https://stevendonziger.substack.com/,Newsletter - Substack,,,,,,,Human Rights,,Social Issues,,,,,
Steven Greenhouse,steven-greenhouse,Steven Greenhouse,https://stevengreenhouse.substack.com/,Newsletter - Substack,Social - BlueSky,https://bsky.app/profile/greenhousenyt.bsky.social,,,,,Labor/Workers Rights,"New York, NY",Money & Work,New York,NY,US,Northeast,
Steven Johnson,steven-johnson,Adjacent Possible,https://adjacentpossible.substack.com,Newsletter - Substack,,,,,,,Tech,"Brooklyn, NY",Money & Work,Brooklyn,NY,US,Northeast,
Steven Kimmi,steven-kimmi,,https://instagram.com/stevenkimmi,Social - Instagram,,,,,,,Travel,Kansas - US,Lifestyle & Personal Life,,KS,US,Midwest,
Stuart Schuffman,stuart-schuffman,BrokeAssStuart,https://www.instagram.com/brokeassstuart,Video - Instagram,,,,,,,"Things to Do, Local, Culture","San Francisco, CA","Civic Life, Culture & Media, Lifestyle & Personal Life",San Francisco,CA,US,West,
Summer Dean,summer-dean,Climate Diva,https://www.instagram.com/climatediva,Video - Instagram,,,,,,,"Fashion, Climate/Environment","Los Angeles, CA","Science Health & Environment, Lifestyle & Personal Life",Los Angeles,CA,US,West,
Suriel Chacón,suriel-chacon,Tiempo26,https://tiempo26.com,Website,Video - YouTube,,Social - TikTok,https://www.tiktok.com/@surielchacon,,,"General News, Investigative",Peru,"General News, Journalism Formats",,,PE,International,Global_South_World
Susan Rinkunas,susan-rinkunas,Autonomy News,https://www.autonomynews.co,Newsletter - Ghost,Social - BlueSky,https://bsky.app/profile/susanrinkunas.com,,,,,"Health/Wellness, Law/Legal Issues","New York, NY","Power & Politics, Science Health & Environment",New York,NY,US,Northeast,
Susan Vollenweider,susan-vollenweider,The History Chicks,https://thehistorychicks.com,Podcast,,,,,,,History,"Kansas City, MO",Culture & Media,Kansas City,MO,US,Midwest,
Susan Wise Bauer,susan-wise-bauer,The Well-Trained Mind,https://susanwisebauer.com,Website,Newsletter - Substack,,Podcast,,,,"Education, History","Charles City, VA","Civic Life, Culture & Media",Charles City,VA,US,South,
Susan Zakin,susan-zakin,,https://journaloftheplagueyears.substack.com/,Newsletter - Substack,,,,,,,Politics,,Power & Politics,,,,,
Suzanne Kianpour,suzanne-kianpour,Helmet to Heels,https://www.helmettoheels.com,Newsletter - Substack,Video - Instagram,https://www.instagram.com/kianpourworld/,Social - BlueSky,https://bsky.app/profile/kianpourworld.bsky.social,,,"Fashion, Politics, World",National - US,"Power & Politics, General News, Lifestyle & Personal Life",,,US,National,
Suzanne Lambert,suzanne-lambert,Suzanne Lambert,https://www.instagram.com/itssuzannelambert,Video - Instagram,Video - TikTok,https://www.tiktok.com/@itssuzannelambert?lang=en,,,,,"Politics, Comedy","Washington, DC","Power & Politics, Culture & Media",Washington,DC,US,Mid-Atlantic,
Suzy Verduron & Austin Chou,suzy-verduron-austin-chou,Suzy Verduron & Austin Chou,https://www.instagram.com/suzyandaustin,Social - Instagram,,,,,,,Travel,"New York, NY",Lifestyle & Personal Life,New York,NY,US,Northeast,
Swapna Krishna,swapna-krishna,Ad Astra,https://www.adastraspace.com,Video - YouTube,Newsletter - Beehiiv,https://swapna.beehiiv.com,,,,,Science,National - US,Science Health & Environment,,,US,National,
Sydnee McElroy,sydnee-mcelroy,Sawbones,https://www.themcelroy.family/sawbones,Podcast,,,,,,,"Health/Wellness, History",West Virginia - US,"Science Health & Environment, Culture & Media",,WV,US,South,
Syeda Khaula Saad,syeda-khaula-saad,Brown Lotus,https://www.syedakhaulasaad.com,Website,,,,,,,Health/Wellness,"Jersey City, NJ",Science Health & Environment,Jersey City,NJ,US,Northeast,
T.K. Coleman,tk-coleman,,https://podcasts.apple.com/us/podcast/one-question-with-t-k-coleman/id6789976502,Podcast,,,,,,,Self-Help,,Lifestyle & Personal Life,,,,,
Taegan Goddard,taegan-goddard,Political Wire,https://politicalwire.com,Website,Social - BlueSky,https://bsky.app/profile/politicalwire.com,,,,,Politics,New York - US,Power & Politics,,NY,US,Northeast,
Tahmina Aziz,tahmina-aziz,Tahmina Aziz,https://www.tiktok.com/@itstahminaaziz,Video - TikTok,,,,,,,"Food, Travel, Lifestyle",Canada,Lifestyle & Personal Life,,,CA,International,
Tala Al-Sharif,tala-al-sharif,Female Chimeras,https://www.instagram.com/femalechimeras/,Social - Instagram,,,,,,,"World, Gender",Palestine,"Social Issues, General News",,,PS,International,
Talia Jane,talia-jane,Talia Jane,https://bsky.app/profile/taliajane.bsky.social,Social - BlueSky,,,,,,,Activism,"New York, NY",Social Issues,New York,NY,US,Northeast,
Tamara Sacharczyk,tamara-sacharczyk,Tamara Sacharczyk,https://www.tiktok.com/@tamaranews,Video - TikTok,,,,,,,Day in a Life,"Washington, DC",Journalism Formats,Washington,DC,US,Mid-Atlantic,
Tana Ganeva,tana-ganeva,Substance,https://tanag.substack.com,Newsletter - Substack,,,,,,,Criminal Justice,"Brooklyn, NY",Social Issues,Brooklyn,NY,US,Northeast,
Tania Marien,tania-marien,Tal Aterra,https://www.talaterra.com/,Website,Podcast,,,,,,"Climate/Environment, Education",National - US,"Civic Life, Science Health & Environment",,,US,National,Institute_for_Independent_Journalists
Tanmoy Goswami,tanmoy-goswami,Sanity by Tanmoy,https://www.sanitybytanmoy.com,Newsletter - Ghost,,,,,,,"Mental Health, Health/Wellness, World",India,"Science Health & Environment, General News",,,IN,International,
